female,8,15,12.395985811
male,6,12,12.384996461
male,11,11,12.35858922
male,8,12,12.356393698
male,11,11,12.327922745
female,11,12,12.312036247
male,9,14,12.310142087
male,9,12,12.283894449
female,8,14,12.283894449
male,9,12,12.248897599
male,7,15,12.248897599
male,4,14,12.248897599
male,4,11,12.248897599
female,9,13,12.248897599
female,6,12,12.248897599
female,11,13,12.248897599
male,7,13,12.243291696
male,8,15,12.204889584
female,11,10,12.17684526
male,9,12,12.169229973
male,10,11,12.151529574
female,6,14,12.132241432
male,9,15,12.119961835
female,6,11,12.095786379
male,7,15,12.086732141
male,10,12,12.065433935
male,7,14,12.003919647
male,9,14,11.996229756
female,7,11,11.980795873
male,9,12,11.942675159
male,10,12,11.903909922
male,5,12,11.889596603
male,2,11,11.811436971
male,5,11,11.795234725
male,11,12,11.785314427
female,9,14,11.777786153
male,11,12,11.769592911
male,10,12,11.758941695
male,5,15,11.745042237
male,5,11,11.722871322
male,10,14,11.715960067
male,6,14,11.660950514
male,7,11,11.651390399
male,9,14,11.636452719
male,9,13,11.636452719
male,9,12,11.636452719
male,9,12,11.636452719
male,4,10,11.636452719
male,10,12,11.636452719
female,7,14,11.636452719
female,6,13,11.636452719
male,6,11,11.595623061
male,8,14,11.557427573
male,6,12,11.548960594
male,10,12,11.45580351
female,8,14,11.452719255
female,8,13,11.373976342
male,9,14,11.352636799
male,6,14,11.330230279
male,6,14,11.330230279
male,6,11,11.330230279
female,10,14,11.330230279
female,7,11,11.306674707
male,6,11,11.268985791
male,7,15,11.266674679
male,9,11,11.263354114
male,6,11,11.231422505
male,10,12,11.222323324
female,4,12,11.207202495
male,10,10,11.200781702
male,10,12,11.198992091
male,9,13,11.186207853
female,8,15,11.18476047
male,5,12,11.163177425
female,8,12,11.15418936
male,11,13,11.146496815
male,10,10,11.126340402
male,6,13,11.092493885
female,4,14,11.091041607
male,9,12,11.082335923
male,3,13,11.072174449
male,8,11,11.071436231
male,9,14,11.024007839
male,8,13,11.024007839
male,10,12,11.024007839
female,9,14,11.024007839
male,7,12,11.022862012
female,7,12,11.008885743
female,9,12,11.005994755
male,7,13,10.991488642
female,8,13,10.978937464
male,6,13,10.973544216
female,9,10,10.972970766
male,7,12,10.96849924
male,9,7,10.947452229
female,7,13,10.942348522
female,8,12,10.924692453
female,10,13,10.899087528
male,9,14,10.887908977
male,7,10,10.846944567
female,9,10,10.84157745
male,7,14,10.810639946
male,6,11,10.795638562
female,9,14,10.795638562
female,9,14,10.795638562
female,5,11,10.781212319
female,7,12,10.770968456
male,11,12,10.748407643
female,9,11,10.734988907
male,9,12,10.717785399
male,9,12,10.717785399
male,9,12,10.717785399
male,8,13,10.717785399
male,8,11,10.707113441
male,9,11,10.702017848
male,9,10,10.698497243
male,8,14,10.634977516
male,6,14,10.615711253
male,10,14,10.615711253
female,9,12,10.615711253
male,9,11,10.593641167
female,4,11,10.565399825
male,8,14,10.564674179
male,4,11,10.564674179
male,12,12,10.564674179
female,7,15,10.557060914
male,8,13,10.555394711
male,8,12,10.499055085
male,9,12,10.494250026
male,6,10,10.474168436
female,8,14,10.464058235
male,8,11,10.441683199
male,6,13,10.436794771
male,10,11,10.432681748
male,10,10,10.425660156
female,9,14,10.419403648
male,9,13,10.411562959
male,9,12,10.411562959
male,9,11,10.411562959
male,8,15,10.411562959
male,6,11,10.411562959
male,5,11,10.411562959
male,14,8,10.411562959
female,8,15,10.411562959
female,7,12,10.411562959
female,6,15,10.411562959
male,9,14,10.3948213
female,7,11,10.393004024
male,9,13,10.384934921
male,10,13,10.317978539
female,7,15,10.313190984
female,7,14,10.311001022
female,9,12,10.294023033
male,9,14,10.291712884
male,7,14,10.264990736
male,8,13,10.227234889
male,11,12,10.207414666
male,8,12,10.198499893
male,11,10,10.184616379
female,7,11,10.183676492
male,9,11,10.176007236
male,8,14,10.17074132
male,6,11,10.166585007
male,10,12,10.166585007
female,10,12,10.148102603
male,7,9,10.133178923
female,6,16,10.128063739
male,7,13,10.110201193
male,10,12,10.110201193
male,9,14,10.105340519
male,7,14,10.105340519
male,7,14,10.105340519
male,11,12,10.105340519
male,10,11,10.105340519
female,8,11,10.105340519
female,6,11,10.105340519
female,7,12,10.100770035
male,8,14,10.071315804
male,6,8,10.070239923
male,10,12,10.068145448
male,7,13,10.050838544
female,9,13,10.047012436
male,7,12,10.044974089
male,10,12,10.044096031
male,4,11,9.9714050784
male,10,12,9.9700329296
male,7,15,9.969781732
male,11,12,9.9604204346
male,8,12,9.9522292994
male,7,11,9.9522292994
male,8,13,9.9334160115
female,4,11,9.9263793531
female,6,11,9.9146737171
male,7,13,9.9105112511
male,10,10,9.910291218
female,7,11,9.9079971691
male,5,12,9.9029956562
male,4,12,9.8896829415
female,4,14,9.8598726115
male,5,10,9.8436595252
female,9,11,9.8369525121
female,10,14,9.8344211296
male,11,12,9.8207020399
male,8,14,9.8036885636
male,9,14,9.7991180794
male,9,14,9.7991180794
male,9,13,9.7991180794
male,9,13,9.7991180794
male,9,11,9.7991180794
male,8,15,9.7991180794
male,8,13,9.7991180794
male,8,12,9.7991180794
male,7,13,9.7991180794
male,5,13,9.7991180794
male,11,12,9.7991180794
male,10,13,9.7991180794
male,10,12,9.7991180794
female,6,13,9.7991180794
female,10,12,9.7991180794
female,8,15,9.786358811
male,10,12,9.7644513881
male,5,13,9.7640675804
male,7,13,9.7531847134
male,9,12,9.7494603864
male,11,12,9.749122579
female,6,14,9.7378735914
male,9,15,9.7338418226
male,6,12,9.7292669322
male,9,15,9.7206054965
male,8,12,9.6926059263
female,8,12,9.6832501291
female,8,14,9.6708573715
male,8,15,9.6641629051
male,5,13,9.6630192172
male,8,11,9.6460068594
male,8,12,9.6379483741
male,10,10,9.6344270192
male,6,10,9.6282032292
female,10,13,9.624133828
female,8,12,9.6096961834
female,8,12,9.5983722576
male,8,12,9.5925101681
female,11,13,9.5903300521
male,11,13,9.5823234316
male,8,12,9.5694512494
female,9,12,9.5678084251
female,5,11,9.5601151994
male,6,12,9.5466817822
male,6,12,9.5137068732
male,5,12,9.5066070919
male,11,12,9.5066070919
male,3,11,9.4928956394
male,12,8,9.4928956394
male,6,11,9.4783136184
female,3,13,9.4783136184
female,9,12,9.4773409849
male,3,11,9.4580814873
female,9,11,9.45285949
male,10,13,9.4472371803
female,4,16,9.4361877801
female,6,12,9.4222289225
male,9,11,9.4054035137
female,10,12,9.3927030438
male,9,11,9.3805990451
male,11,11,9.3755580689
female,7,16,9.3668040465
male,8,11,9.3539080335
male,9,15,9.3525759897
female,9,12,9.3302149682
female,7,14,9.3276123977
female,8,14,9.3178656763
male,5,12,9.3120274146
male,5,11,9.2993630573
female,8,14,9.2758642013
female,9,14,9.2741653251
male,12,12,9.2547226305
male,8,14,9.2310532632
male,6,12,9.2310532632
male,9,13,9.2162123415
male,7,14,9.2119808391
female,9,11,9.2007477699
female,13,10,9.1993096137
female,7,11,9.1947105338
male,9,13,9.1866731994
male,9,12,9.1866731994
male,9,12,9.1866731994
male,9,10,9.1866731994
male,8,15,9.1866731994
male,8,12,9.1866731994
male,8,12,9.1866731994
male,8,12,9.1866731994
male,7,11,9.1866731994
male,5,12,9.1866731994
male,12,12,9.1866731994
male,11,12,9.1866731994
male,10,11,9.1866731994
female,8,11,9.1866731994
female,7,14,9.1866731994
female,7,13,9.1866731994
female,5,14,9.1866731994
female,10,13,9.1866731994
male,7,12,9.164642808
male,6,10,9.1281593574
female,6,12,9.1101856388
male,7,13,9.0991810737
male,3,8,9.0991810737
male,18,4,9.0991810737
female,7,13,9.0723661982
male,9,13,9.0641842234
male,10,12,9.0641842234
female,5,15,9.0641842234
male,11,12,9.0474811812
male,8,12,9.0346478746
male,6,14,9.0335619794
female,8,14,9.0335619794
male,9,13,9.0239812301
female,8,15,9.0165496216
female,11,11,9.0133397428
male,9,12,8.9825249061
male,8,16,8.9825249061
female,9,15,8.9825249061
female,6,13,8.9623180881
female,9,14,8.9570063694
male,11,12,8.9530094902
male,8,15,8.9458240893
male,8,13,8.9419598025
male,8,14,8.9350675874
female,10,13,8.9327326394
female,10,12,8.9303302909
male,8,12,8.9214233896
female,5,14,8.9171974522
female,10,12,8.9171974522
male,9,12,8.9082891631
male,4,10,8.9082891631
male,10,11,8.9082891631
male,8,11,8.9046262152
male,9,9,8.8875722115
male,8,14,8.8804507594
male,8,11,8.8804507594
male,7,11,8.8804507594
male,11,12,8.8804507594
male,11,11,8.8804507594
female,9,10,8.8804507594
female,8,12,8.8804507594
female,6,12,8.8804507594
male,10,12,8.8532572609
female,8,14,8.8464260439
male,12,12,8.8192062714
female,8,13,8.8192062714
male,4,13,8.8158155731
male,10,11,8.8119274465
male,10,12,8.8071085948
male,9,13,8.800847268
male,8,13,8.7961214279
female,9,14,8.7894573389
female,8,11,8.7729840163
male,7,14,8.7652661719
male,9,15,8.7579617834
female,7,14,8.7579617834
female,10,13,8.7352138308
male,8,10,8.7334929454
female,7,13,8.7296711824
female,8,12,8.7273395394
female,7,16,8.7273395394
male,11,12,8.7172811381
female,7,14,8.7160576601
female,7,15,8.7119818791
male,8,16,8.7103271817
male,7,14,8.7035645053
female,9,15,8.6984494628
male,7,13,8.685581934
male,10,12,8.685581934
male,12,12,8.6763024661
male,8,11,8.6752048946
male,7,10,8.6660950514
male,9,11,8.6596857446
female,6,14,8.6481440808
male,7,12,8.6395404956
female,11,10,8.6365108496
male,9,13,8.6329420435
male,7,12,8.605666168
female,9,11,8.5936710141
female,8,11,8.5805748985
male,9,15,8.5742283195
male,9,13,8.5742283195
male,9,12,8.5742283195
male,9,11,8.5742283195
male,8,12,8.5742283195
male,8,11,8.5742283195
male,7,16,8.5742283195
male,7,12,8.5742283195
male,6,12,8.5742283195
male,5,12,8.5742283195
male,4,14,8.5742283195
male,11,12,8.5742283195
female,9,15,8.5742283195
female,9,12,8.5742283195
female,8,13,8.5742283195
female,6,13,8.5742283195
female,10,12,8.5742283195
male,9,10,8.5687355403
female,7,15,8.5495661095
female,8,11,8.5379396962
male,9,11,8.5304822566
male,6,10,8.5304822566
female,4,12,8.5304822566
male,8,14,8.5209722429
male,8,15,8.4925690021
male,11,12,8.4925690021
male,8,10,8.4744900899
male,9,12,8.4628747049
male,11,13,8.450317415
male,6,11,8.4335342623
male,5,14,8.4256983801
male,8,14,8.4211170995
male,10,12,8.4211170995
female,12,12,8.4211170995
female,4,11,8.4076433121
male,8,13,8.3960625362
female,5,10,8.3808246731
female,9,12,8.3698117629
female,5,13,8.3685898926
male,8,12,8.3598726115
female,9,15,8.3598726115
male,5,12,8.358071303
female,7,11,8.3510261854
male,8,12,8.3442271855
male,7,12,8.3369460099
female,7,12,8.3343014593
male,10,13,8.3319301627
male,4,11,8.3292503675
male,4,11,8.3243993189
male,12,12,8.3204223332
female,7,14,8.3151785269
male,12,12,8.3079479369
female,9,12,8.2935244161
male,9,11,8.2921747783
female,9,12,8.2839365266
female,8,14,8.2796633725
female,9,14,8.2719827943
male,9,15,8.2680058795
male,9,12,8.2680058795
male,9,11,8.2680058795
male,8,12,8.2680058795
male,5,15,8.2680058795
male,12,12,8.2680058795
male,11,12,8.2680058795
male,10,12,8.2680058795
female,9,10,8.2680058795
female,8,14,8.2680058795
female,7,12,8.2680058795
female,6,12,8.2680058795
female,3,15,8.2680058795
male,8,12,8.2566643076
female,9,11,8.2424531814
male,7,13,8.2333703073
male,8,12,8.2325924
male,8,11,8.2232974032
female,6,13,8.2104658176
male,9,15,8.2067613915
female,3,12,8.2046853071
male,9,12,8.2009786501
male,6,10,8.1774150743
female,9,14,8.1731582211
male,9,10,8.1659317328
male,8,11,8.1659317328
male,6,12,8.1659317328
female,4,12,8.1659317328
male,9,12,8.1570315347
female,7,11,8.1469411939
male,8,12,8.1413725396
male,10,12,8.1242688158
male,10,11,8.1188444178
male,9,9,8.1178968403
male,8,12,8.1148946595
male,6,14,8.1065431384
male,10,12,8.1065431384
female,5,12,8.0978823017
female,4,14,8.0967289215
male,10,12,8.0842724155
female,7,12,8.0830288726
female,8,14,8.0820520715
female,7,9,8.0748310745
female,6,12,8.0713228206
male,7,11,8.062918665
female,9,12,8.0492755652
female,7,12,8.0440521547
male,7,12,8.0394370932
male,8,11,8.0239465948
female,8,15,8.0223293212
male,5,14,8.0152182277
female,7,13,8.0098424945
female,8,11,7.9950963409
male,6,13,7.9940173805
male,6,13,7.9895248452
male,9,11,7.9795950356
male,10,13,7.9795950356
male,9,11,7.9617834395
male,8,13,7.9617834395
male,8,11,7.9617834395
male,8,10,7.9617834395
male,7,15,7.9617834395
male,7,15,7.9617834395
male,7,15,7.9617834395
male,7,12,7.9617834395
male,7,11,7.9617834395
male,6,12,7.9617834395
male,6,10,7.9617834395
male,5,12,7.9617834395
male,12,11,7.9617834395
male,11,9,7.9617834395
male,10,12,7.9617834395
male,10,11,7.9617834395
female,9,13,7.9617834395
female,9,12,7.9617834395
female,8,13,7.9617834395
female,8,12,7.9617834395
female,7,12,7.9617834395
female,7,12,7.9617834395
female,7,11,7.9617834395
female,6,14,7.9617834395
female,5,13,7.9617834395
female,5,12,7.9617834395
female,4,15,7.9617834395
female,4,11,7.9617834395
female,10,12,7.9617834395
male,12,12,7.944758956
male,10,13,7.9355261837
female,9,12,7.9268122092
male,9,11,7.9216736992
female,4,12,7.9141080896
male,8,12,7.9123313684
male,8,10,7.9047778301
male,9,14,7.8937340084
male,7,12,7.8937340084
male,8,12,7.891325179
female,6,13,7.8739050351
female,7,15,7.8723251986
male,8,12,7.8473430204
male,9,12,7.8392944635
male,6,13,7.8392944635
male,5,11,7.8392944635
male,14,9,7.8392944635
female,7,14,7.8392944635
female,11,12,7.8392944635
male,9,15,7.8358501338
female,9,12,7.8340542934
male,7,15,7.8283457282
male,10,12,7.8143430054
male,11,12,7.8115611104
male,12,12,7.8086722195
male,7,14,7.7748871146
male,5,14,7.7604509847
male,6,10,7.7424150141
female,7,15,7.7361458521
male,9,15,7.7351672126
male,6,11,7.7351672126
female,8,11,7.7307026536
female,9,12,7.7285931295
male,10,12,7.7257197796
male,7,12,7.7248869077
female,5,14,7.7241182622
male,9,9,7.7205172747
female,6,11,7.7205172747
male,10,12,7.7168054875
female,8,13,7.7100274414
male,8,10,7.7090963911
female,9,15,7.7025625833
female,7,15,7.6993070624
male,9,12,7.6963906582
female,7,13,7.6963906582
male,9,11,7.6846912084
male,7,11,7.6740081344
female,6,12,7.6644554272
female,11,12,7.6629607191
male,11,10,7.6619673267
male,9,13,7.6555609995
male,9,13,7.6555609995
male,9,11,7.6555609995
male,9,10,7.6555609995
male,8,14,7.6555609995
male,8,13,7.6555609995
male,8,12,7.6555609995
male,8,11,7.6555609995
male,8,11,7.6555609995
male,7,13,7.6555609995
male,7,12,7.6555609995
male,7,11,7.6555609995
male,6,10,7.6555609995
male,5,11,7.6555609995
male,12,12,7.6555609995
male,11,12,7.6555609995
male,11,12,7.6555609995
male,11,12,7.6555609995
male,11,12,7.6555609995
male,10,12,7.6555609995
male,10,10,7.6555609995
female,9,14,7.6555609995
female,9,12,7.6555609995
female,8,14,7.6555609995
female,8,14,7.6555609995
female,8,13,7.6555609995
female,8,11,7.6555609995
female,7,13,7.6555609995
female,7,12,7.6555609995
female,7,12,7.6555609995
female,6,13,7.6555609995
female,5,14,7.6555609995
female,11,12,7.6555609995
female,10,13,7.6555609995
female,9,13,7.6471356697
male,9,12,7.6402498775
male,9,9,7.6331345891
female,11,12,7.6249387555
male,9,12,7.621536284
male,9,11,7.621536284
male,7,13,7.621536284
male,5,13,7.6203074003
male,8,11,7.6128606593
female,11,12,7.6072100879
female,5,11,7.6052856735
male,8,10,7.6007479136
male,9,10,7.5998841922
female,9,12,7.593266606
female,7,10,7.5886736516
female,6,13,7.5826508948
male,9,12,7.5687886445
male,6,12,7.5661684472
male,9,12,7.5659710644
female,10,12,7.5636942675
male,11,12,7.5569469934
female,9,12,7.5564133484
male,9,15,7.5513822313
female,9,10,7.5502924983
male,8,10,7.5467141607
female,12,12,7.5456271436
female,10,12,7.5191252589
male,11,12,7.5163689813
male,8,12,7.5161162878
male,9,12,7.5126571942
male,10,12,7.5081651296
male,8,12,7.5073888511
male,7,14,7.5026651258
male,10,12,7.5024497795
female,7,13,7.5024497795
male,14,5,7.5004464551
female,6,10,7.4934432372
male,8,14,7.4854374217
female,8,13,7.4832849318
female,10,12,7.4751218601
female,5,10,7.4718275355
male,5,11,7.4703153259
female,9,10,7.4694770008
male,8,12,7.4641719745
male,7,12,7.4641719745
male,6,13,7.4641719745
male,6,10,7.4630507229
male,9,12,7.4535844965
male,9,11,7.4504762461
male,8,14,7.446842222
male,12,10,7.4412052915
male,12,12,7.4387465712
female,7,11,7.4371955398
female,7,13,7.4358013661
male,8,10,7.4332435081
female,8,15,7.4309978769
male,11,12,7.4271562443
male,6,11,7.4235743026
female,6,11,7.4189345686
female,8,15,7.4173205482
female,9,10,7.4138064416
female,8,14,7.4126949264
female,8,13,7.4063101763
male,10,11,7.3984225896
female,10,12,7.3961922662
male,9,10,7.3891261619
male,6,14,7.3817859704
female,6,12,7.3807459893
male,11,12,7.3738363547
male,9,12,7.3737874569
female,10,10,7.3720217032
male,8,12,7.3616490094
male,6,11,7.3588926997
male,10,13,7.3528735949
female,7,13,7.3519091571
male,9,8,7.3493385595
male,9,12,7.3493385595
male,8,14,7.3493385595
male,8,12,7.3493385595
male,8,11,7.3493385595
male,7,11,7.3493385595
male,6,11,7.3493385595
male,5,11,7.3493385595
male,5,11,7.3493385595
male,12,12,7.3493385595
male,12,10,7.3493385595
male,11,12,7.3493385595
male,10,12,7.3493385595
male,10,10,7.3493385595
female,9,13,7.3493385595
female,9,10,7.3493385595
female,8,13,7.3493385595
female,8,13,7.3493385595
female,8,12,7.3493385595
female,8,11,7.3493385595
female,7,13,7.3493385595
female,7,11,7.3493385595
female,6,12,7.3493385595
female,5,10,7.3493385595
female,4,11,7.3493385595
female,10,12,7.3493385595
female,10,12,7.3493385595
male,9,11,7.3187163155
female,8,11,7.3175232411
male,6,11,7.3162334309
male,11,13,7.3091782395
female,8,13,7.3065743285
female,7,13,7.3065743285
male,7,12,7.2983014862
female,9,11,7.2967179971
female,9,12,7.2956581318
male,9,14,7.2852920361
female,11,12,7.2831283022
male,6,11,7.279344859
male,11,12,7.279344859
female,9,11,7.279344859
female,5,11,7.2758801541
female,9,15,7.2758451739
female,7,14,7.2741748697
male,10,11,7.2640521177
female,8,10,7.2633813834
female,9,14,7.2624375968
female,8,11,7.2599848992
male,10,12,7.259273136
male,7,14,7.2544723822
female,8,14,7.2517192618
female,8,14,7.2517192618
male,5,15,7.2497540262
male,9,12,7.237984945
female,10,12,7.232505774
male,9,12,7.2255911352
male,8,12,7.2243025538
male,9,12,7.2132396973
male,9,10,7.2106717943
female,13,9,7.2052338819
male,9,15,7.2019750696
male,14,9,7.1962273395
male,10,13,7.1962273395
female,8,14,7.1962273395
female,8,13,7.1962273395
male,9,12,7.1912882679
male,8,12,7.1812164356
female,9,13,7.1812164356
female,8,11,7.1764129464
female,9,14,7.1700863995
female,9,12,7.1671631745
female,7,10,7.1628053475
female,8,13,7.1615858382
male,8,12,7.1560454928
female,8,12,7.1513024906
female,7,14,7.1463085564
male,9,13,7.1451902662
male,5,9,7.1451902662
male,10,14,7.1451902662
female,9,15,7.1432823382
female,7,11,7.1432823382
male,7,10,7.1349828515
female,7,14,7.1349828515
female,11,12,7.1299553189
male,9,12,7.1266313305
female,11,12,7.1237009722
male,5,12,7.1202941329
female,8,11,7.1147852012
female,8,14,7.1130654079
female,9,15,7.111342906
male,13,8,7.1063852187
male,9,15,7.1043606075
male,11,13,7.1025981762
female,8,14,7.1009595674
female,8,13,7.0929028414
female,12,12,7.0914670311
male,9,10,7.0890753053
male,8,12,7.0836998164
female,11,11,7.0771408351
female,6,12,7.0640592439
male,7,10,7.0458260526
male,7,10,7.0458260526
male,9,13,7.0431161195
male,9,12,7.0431161195
male,9,12,7.0431161195
male,9,12,7.0431161195
male,9,12,7.0431161195
male,9,10,7.0431161195
male,8,13,7.0431161195
male,8,12,7.0431161195
male,7,12,7.0431161195
male,7,11,7.0431161195
male,13,10,7.0431161195
male,11,12,7.0431161195
male,11,12,7.0431161195
male,11,12,7.0431161195
male,10,12,7.0431161195
male,10,10,7.0431161195
female,9,14,7.0431161195
female,9,10,7.0431161195
female,9,10,7.0431161195
female,7,14,7.0431161195
female,7,13,7.0431161195
female,7,11,7.0431161195
female,6,11,7.0431161195
female,4,12,7.0431161195
male,8,15,7.0415773133
male,8,14,7.0410329737
male,9,10,7.0337227932
male,4,11,7.0251030348
male,10,12,7.0219867712
female,9,15,7.0194928264
male,9,11,7.0186520679
male,9,13,7.0171650653
male,9,11,7.0147871714
male,6,15,7.0147871714
female,9,12,7.0147871714
female,7,12,7.0147871714
female,9,12,7.0122129375
male,6,13,7.0117979155
male,17,6,7.0063694268
male,10,12,7.0063694268
female,6,13,7.0063694268
male,10,12,7.0041806203
male,11,9,7.0035301578
male,10,10,6.9993700567
female,7,14,6.9908342396
female,8,11,6.9874556125
female,9,13,6.984020561
female,9,13,6.9801937004
male,7,12,6.9715118674
male,10,8,6.9695855033
male,7,10,6.9665605096
male,7,11,6.9611221329
female,6,11,6.9596009086
male,11,11,6.9563705137
male,10,9,6.9358549019
male,9,12,6.9213620774
male,8,15,6.9205039152
male,10,11,6.9205039152
male,6,15,6.9160150368
male,12,12,6.915377616
male,9,12,6.9107704357
female,6,12,6.9107704357
male,11,10,6.9028270214
male,9,12,6.8900048996
male,7,10,6.8900048996
male,13,7,6.8900048996
female,5,11,6.8900048996
male,9,10,6.8898338256
male,11,12,6.8858667585
female,9,15,6.87701603
female,4,12,6.873482106
male,5,12,6.8648929375
male,6,12,6.8593826556
male,4,12,6.8593826556
female,9,13,6.8593826556
female,8,12,6.8488459695
female,10,12,6.8488459695
male,7,14,6.8403591715
female,8,13,6.833101496
male,12,12,6.8287604116
male,9,11,6.8243858053
male,7,10,6.8243858053
male,6,11,6.8243858053
female,9,10,6.8243858053
female,8,15,6.8243858053
female,8,13,6.8243858053
female,8,10,6.8243858053
female,9,8,6.8111173948
male,9,12,6.808697562
female,10,12,6.8043109748
male,5,12,6.8025477707
female,12,12,6.7924085572
female,11,12,6.7803575098
male,10,12,6.7759859059
female,7,12,6.7691276206
female,13,9,6.7691276206
male,11,12,6.7572331774
male,7,14,6.7472741013
male,9,12,6.7368936796
male,8,11,6.7368936796
male,7,12,6.7368936796
male,6,12,6.7368936796
male,15,6,6.7368936796
male,12,12,6.7368936796
male,12,11,6.7368936796
male,11,8,6.7368936796
male,11,10,6.7368936796
male,10,14,6.7368936796
male,10,12,6.7368936796
female,9,13,6.7368936796
female,9,12,6.7368936796
female,9,12,6.7368936796
female,9,11,6.7368936796
female,8,13,6.7368936796
female,8,12,6.7368936796
female,8,10,6.7368936796
female,7,16,6.7368936796
female,6,14,6.7368936796
female,6,13,6.7368936796
female,6,12,6.7368936796
female,5,11,6.7368936796
female,11,12,6.7368936796
female,10,14,6.7368936796
female,10,12,6.7368936796
male,9,14,6.7341956845
female,2,13,6.7341956845
male,8,11,6.7270210273
male,9,12,6.7254816632
male,6,15,6.7254816632
female,11,12,6.7209860203
male,7,12,6.7177547771
female,8,15,6.7082260469
male,9,13,6.6905743189
male,14,8,6.6878980892
male,8,12,6.6776248202
male,12,10,6.6753817484
male,5,12,6.6668718012
female,8,12,6.6656791586
female,8,10,6.6625802841
male,9,14,6.6589461494
female,10,12,6.6546249644
female,5,12,6.6494015539
female,11,12,6.6494015539
male,8,12,6.6450269476
male,9,11,6.6438464983
male,9,12,6.6400396899
male,9,13,6.6348195329
male,9,13,6.6348195329
male,11,11,6.6348195329
female,10,13,6.6348195329
female,9,14,6.6302906459
male,11,12,6.6230764895
female,11,12,6.6160240102
female,7,12,6.6148150519
male,7,12,6.6144047036
female,8,12,6.6136220264
male,6,11,6.6097824781
female,8,11,6.6079579154
male,12,12,6.5981630714
male,9,12,6.5919034945
female,9,11,6.5870870183
male,6,11,6.5867908496
male,7,11,6.5841265297
male,7,11,6.5837824596
male,10,12,6.5837824596
male,7,10,6.5787506354
female,8,12,6.5739496289
male,9,10,6.572354453
female,6,12,6.5664193315
male,9,12,6.5639130646
female,8,15,6.5550457686
female,3,12,6.5486530455
male,9,10,6.5357923757
male,9,14,6.5327453862
female,8,12,6.5327453862
male,8,12,6.5260519996
female,7,14,6.5225379716
female,8,11,6.5118739952
male,11,12,6.5109695683
male,10,11,6.5089032498
female,8,12,6.5010264779
female,9,12,6.4994150526
female,8,11,6.4994150526
female,5,11,6.4994150526
female,7,14,6.498828198
male,6,10,6.4873790988
female,6,12,6.4861779548
male,8,13,6.4773831372
female,9,11,6.4729946663
male,3,15,6.4555000861
female,11,12,6.451247451
male,5,12,6.4500524067
male,8,13,6.4467882101
male,7,11,6.4380998163
male,8,11,6.4337643955
male,9,10,6.4313583505
male,9,12,6.4306712396
male,8,14,6.4306712396
male,8,11,6.4306712396
male,8,11,6.4306712396
male,4,11,6.4306712396
male,3,12,6.4306712396
male,14,6,6.4306712396
male,12,11,6.4306712396
male,12,10,6.4306712396
male,11,12,6.4306712396
male,11,12,6.4306712396
male,10,12,6.4306712396
male,10,12,6.4306712396
